sales_order,order_type,organization,customer_id,net_amount,creation_date,currency,created_by,delivery_status
755,OR,1710,USCU_L09,18669,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
756,OR,1710,USCU_L01,12446,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
757,OR,1710,USCU_S04,3556,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
758,OR,1710,USCU_S12,7112,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
759,OR,1710,USCU_L03,7954,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
760,OR,1710,USCU_L09,35793,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
761,OR,1710,USCU_L05,33782,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
762,OR,1710,USCU_S14,23862,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
763,OR,1710,USCU_S06,75563,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
764,OR,1710,USCU_S13,59655,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
765,OR,1710,USCU_L08,55678,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
766,OR,1710,USCU_L10,1695,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
767,OR,1710,USCU_S03,7345,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
768,OR,1710,USCU_L03,9605,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
769,OR,1710,USCU_L07,25425,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
770,OR,1710,USCU_S14,2825,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
771,OR,1710,USCU_S10,6215,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
772,OR,1710,USCU_S11,19460,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
773,OR,1710,USCU_S06,93408,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
774,OR,1710,USCU_L02,7784,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
775,OR,1710,USCU_S05,77410,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
776,OR,1710,USCU_S10,239971,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
777,OR,1710,USCU_S14,77410,2016-10-09T00:00:00.000Z,USD,S4TESTER,C
778,OR,1710,USCU_L07,889,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
779,OR,1710,USCU_S17,889,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
780,OR,1710,USCU_L02,3892,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
781,OR,1710,USCU_S03,160,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
782,OR,1710,USCU_S17,565,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
783,OR,1710,USCU_S06,3977,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
784,OR,1710,USCU_L09,15120,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
785,OR,1710,USCU_S16,5880,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
786,OR,1710,USCU_S10,4480,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
787,OR,1710,USCU_S02,2380,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
788,OR,1710,USCU_L01,18830,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
789,OR,1710,USCU_L06,10850,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
790,OR,1710,USCU_L10,8160,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
791,OR,1710,USCU_L06,7920,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
792,OR,1710,USCU_S07,840,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
793,OR,1710,USCU_S14,480,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
794,OR,1710,USCU_S03,12360,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
795,OR,1710,USCU_L02,29040,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
796,OR,1710,USCU_L03,33327,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
797,OR,1710,USCU_L05,15870,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
798,OR,1710,USCU_S17,74589,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
799,OR,1710,USCU_S12,98394,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
800,OR,1710,USCU_L09,1440,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
801,OR,1710,USCU_S02,93633,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
802,OR,1710,USCU_L01,3680,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
803,OR,1710,USCU_L06,13600,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
804,OR,1710,USCU_S16,1760,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
805,OR,1710,USCU_L09,6012,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
806,OR,1710,USCU_S09,480,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
807,OR,1710,USCU_L03,25050,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
808,OR,1710,USCU_S14,15030,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
809,OR,1710,USCU_L10,18480,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
810,OR,1710,USCU_S06,45090,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
811,OR,1710,USCU_L05,8016,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
812,OR,1710,USCU_S11,97194,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
813,OR,1710,USCU_S11,5280,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
814,OR,1710,USCU_S01,6600,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
815,OR,1710,USCU_S15,3520,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
816,OR,1710,USCU_L04,7920,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
817,OR,1710,USCU_L01,9680,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
818,OR,1710,USCU_L09,2025,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
819,OR,1710,USCU_S15,14175,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
820,OR,1710,USCU_L02,2025,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
821,OR,1710,USCU_L07,1350,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
822,OR,1710,USCU_S12,12825,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
823,OR,1710,USCU_L03,1778,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
824,OR,1710,USCU_L09,32893,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
825,OR,1710,USCU_S06,41175,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
826,OR,1710,USCU_S02,4445,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
827,OR,1710,USCU_L09,19885,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
828,OR,1710,USCU_L01,7954,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
829,OR,1710,USCU_L07,51701,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
830,OR,1710,USCU_L03,2260,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
831,OR,1710,USCU_S07,107379,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
832,OR,1710,USCU_S15,147149,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
833,OR,1710,USCU_L09,10735,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
834,OR,1710,USCU_S06,6215,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
835,OR,1710,USCU_L06,3955,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
836,OR,1710,USCU_S08,6215,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
837,OR,1710,USCU_S05,85624,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
838,OR,1710,USCU_S11,46704,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
839,OR,1710,USCU_S14,42812,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
840,OR,1710,USCU_S01,61928,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
841,OR,1710,USCU_S14,247712,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
842,OR,1710,USCU_L05,15482,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
843,OR,1710,USCU_S08,154820,2016-10-10T00:00:00.000Z,USD,S4TESTER,C
844,OR,1710,USCU_L05,3892,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
845,OR,1710,USCU_S14,889,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
846,OR,1710,USCU_L01,3892,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
847,OR,1710,USCU_L04,565,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
848,OR,1710,USCU_L09,7741,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
849,OR,1710,USCU_S06,910,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
850,OR,1710,USCU_L10,16730,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
851,OR,1710,USCU_S15,6860,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
852,OR,1710,USCU_S07,1610,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
853,OR,1710,USCU_L04,7000,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
854,OR,1710,USCU_L01,5110,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
855,OR,1710,USCU_L10,3720,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
856,OR,1710,USCU_S03,6840,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
857,OR,1710,USCU_S15,840,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
858,OR,1710,USCU_S07,5160,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
859,OR,1710,USCU_L05,1200,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
860,OR,1710,USCU_L03,15720,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
861,OR,1710,USCU_L03,17457,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
862,OR,1710,USCU_L04,20631,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
863,OR,1710,USCU_S17,225354,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
864,OR,1710,USCU_L10,12160,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
865,OR,1710,USCU_S08,123786,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
866,OR,1710,USCU_S04,290421,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
867,OR,1710,USCU_L05,9600,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
868,OR,1710,USCU_L03,10880,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
869,OR,1710,USCU_S16,960,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
870,OR,1710,USCU_S02,4960,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
871,OR,1710,USCU_L10,9018,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
872,OR,1710,USCU_S13,320,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
873,OR,1710,USCU_L02,29058,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
874,OR,1710,USCU_S14,34068,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
875,OR,1710,USCU_S03,52104,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
876,OR,1710,USCU_S09,62124,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
877,OR,1710,USCU_L09,12760,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
878,OR,1710,USCU_S14,2640,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
879,OR,1710,USCU_S03,5720,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
880,OR,1710,USCU_L04,6160,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
881,OR,1710,USCU_L03,1760,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
882,OR,1710,USCU_L09,8100,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
883,OR,1710,USCU_L08,5400,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
884,OR,1710,USCU_S13,15525,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
885,OR,1710,USCU_S17,20925,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
886,OR,1710,USCU_L03,4050,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
887,OR,1710,USCU_S06,60075,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
888,OR,1710,USCU_L09,11557,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
889,OR,1710,USCU_S08,2667,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
890,OR,1710,USCU_S03,10668,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
891,OR,1710,USCU_L02,9779,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
892,OR,1710,USCU_L09,35793,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
893,OR,1710,USCU_S11,7954,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
894,OR,1710,USCU_L05,32004,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
895,OR,1710,USCU_L06,43747,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
896,OR,1710,USCU_S06,51701,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
897,OR,1710,USCU_L10,9605,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
898,OR,1710,USCU_S03,1695,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
899,OR,1710,USCU_S17,131241,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
900,OR,1710,USCU_S15,3390,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
901,OR,1710,USCU_S09,2825,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
902,OR,1710,USCU_L01,6215,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
903,OR,1710,USCU_S12,23352,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
904,OR,1710,USCU_S16,19460,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
905,OR,1710,USCU_S03,42812,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
906,OR,1710,USCU_L08,15482,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
907,OR,1710,USCU_S05,116115,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
908,OR,1710,USCU_S16,224489,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
909,OR,1710,USCU_S12,178043,2016-10-11T00:00:00.000Z,USD,S4TESTER,C
910,OR,1710,USCU_L10,4830,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
911,OR,1710,USCU_S06,910,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
912,OR,1710,USCU_L06,140,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
913,OR,1710,USCU_S17,3850,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
914,OR,1710,USCU_S11,7070,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
915,OR,1710,USCU_L09,9960,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
916,OR,1710,USCU_L03,10220,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
917,OR,1710,USCU_S08,5760,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
918,OR,1710,USCU_L07,2400,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
919,OR,1710,USCU_S15,2160,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
920,OR,1710,USCU_L03,55545,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
921,OR,1710,USCU_L03,15480,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
922,OR,1710,USCU_L10,14283,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
923,OR,1710,USCU_L05,11109,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
924,OR,1710,USCU_S06,23805,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
925,OR,1710,USCU_S12,20631,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
926,OR,1710,USCU_L09,10080,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
927,OR,1710,USCU_S15,222180,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
928,OR,1710,USCU_S05,3200,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
929,OR,1710,USCU_L03,7360,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
930,OR,1710,USCU_S16,1600,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
931,OR,1710,USCU_L07,10720,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
932,OR,1710,USCU_L09,9018,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
933,OR,1710,USCU_S11,2560,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
934,OR,1710,USCU_L02,3006,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
935,OR,1710,USCU_L07,4008,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
936,OR,1710,USCU_S15,120240,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
937,OR,1710,USCU_S04,88176,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
938,OR,1710,USCU_S11,41082,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
939,OR,1710,USCU_L09,23320,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
940,OR,1710,USCU_S11,7040,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
941,OR,1710,USCU_S16,3960,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
942,OR,1710,USCU_L02,6160,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
943,OR,1710,USCU_S05,7040,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
944,OR,1710,USCU_L05,12320,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
945,OR,1710,USCU_L02,10800,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
946,OR,1710,USCU_L06,4725,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
947,OR,1710,USCU_S05,33075,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
948,OR,1710,USCU_L10,19558,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
949,OR,1710,USCU_S15,29700,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
950,OR,1710,USCU_S10,23625,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
951,OR,1710,USCU_S04,3556,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
952,OR,1710,USCU_L03,2667,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
953,OR,1710,USCU_S14,6223,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
954,OR,1710,USCU_S09,13335,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
955,OR,1710,USCU_L01,7954,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
956,OR,1710,USCU_L09,19885,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
957,OR,1710,USCU_L05,35560,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
958,OR,1710,USCU_L06,7954,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
959,OR,1710,USCU_S16,35793,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
960,OR,1710,USCU_S02,1130,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
961,OR,1710,USCU_S02,111356,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
962,OR,1710,USCU_L09,2825,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
963,OR,1710,USCU_S08,174988,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
964,OR,1710,USCU_L01,4520,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
965,OR,1710,USCU_S15,2825,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
966,OR,1710,USCU_S07,7345,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
967,OR,1710,USCU_L01,7784,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
968,OR,1710,USCU_S11,11676,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
969,OR,1710,USCU_L04,23165,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
970,OR,1710,USCU_S06,19460,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
971,OR,1710,USCU_S15,42812,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
972,OR,1710,USCU_S14,46446,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
973,OR,1710,USCU_L08,15482,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
974,OR,1710,USCU_S13,54187,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
975,OR,1710,USCU_S03,255453,2016-10-12T00:00:00.000Z,USD,S4TESTER,C
976,OR,1710,USCU_S17,565,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
977,OR,1710,USCU_L03,7741,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
978,OR,1710,USCU_S05,565,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
979,OR,1710,USCU_L04,889,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
980,OR,1710,USCU_L02,3977,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
981,OR,1710,USCU_S01,3892,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
982,OR,1710,USCU_L10,15540,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
983,OR,1710,USCU_S08,5740,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
984,OR,1710,USCU_L03,14490,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
985,OR,1710,USCU_L08,5250,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
986,OR,1710,USCU_S16,4970,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
987,OR,1710,USCU_L10,10800,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
988,OR,1710,USCU_S15,360,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
989,OR,1710,USCU_S04,4970,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
990,OR,1710,USCU_S12,6240,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
991,OR,1710,USCU_L06,5520,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
992,OR,1710,USCU_L01,11400,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
993,OR,1710,USCU_S06,12720,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
994,OR,1710,USCU_L10,34914,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
995,OR,1710,USCU_S12,25392,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
996,OR,1710,USCU_L01,28566,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
997,OR,1710,USCU_L06,14283,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
998,OR,1710,USCU_S04,101568,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
999,OR,1710,USCU_S15,196788,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1000,OR,1710,USCU_L09,8800,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1001,OR,1710,USCU_L01,12160,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1002,OR,1710,USCU_S14,800,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1003,OR,1710,USCU_L05,7200,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1004,OR,1710,USCU_S09,2240,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1005,OR,1710,USCU_S06,3520,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1006,OR,1710,USCU_L09,2004,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1007,OR,1710,USCU_L07,2004,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1008,OR,1710,USCU_S15,77154,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1009,OR,1710,USCU_S13,17034,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1010,OR,1710,USCU_S06,62124,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1011,OR,1710,USCU_L09,20240,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1012,OR,1710,USCU_S14,3520,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1013,OR,1710,USCU_S04,3080,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1014,OR,1710,USCU_L02,2200,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1015,OR,1710,USCU_S10,11000,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1016,OR,1710,USCU_L07,20240,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1017,OR,1710,USCU_L10,4725,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1018,OR,1710,USCU_L07,3375,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1019,OR,1710,USCU_S08,18900,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1020,OR,1710,USCU_S01,11475,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1021,OR,1710,USCU_S17,18900,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1022,OR,1710,USCU_L03,6075,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1023,OR,1710,USCU_L09,18669,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1024,OR,1710,USCU_S16,1778,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1025,OR,1710,USCU_S09,4445,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1026,OR,1710,USCU_L02,12446,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1027,OR,1710,USCU_S02,4445,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1028,OR,1710,USCU_L09,23862,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1029,OR,1710,USCU_S08,75563,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1030,OR,1710,USCU_L06,23862,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1031,OR,1710,USCU_S14,31816,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1032,OR,1710,USCU_L10,10735,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1033,OR,1710,USCU_S01,111356,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1034,OR,1710,USCU_S10,8475,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1035,OR,1710,USCU_L06,3955,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1036,OR,1710,USCU_L02,6215,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1037,OR,1710,USCU_S07,35028,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1038,OR,1710,USCU_S14,31136,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1039,OR,1710,USCU_S09,15482,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1040,OR,1710,USCU_S04,170302,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1041,OR,1710,USCU_S16,402532,2016-10-13T00:00:00.000Z,USD,S4TESTER,C
1042,OR,1710,USCU_L10,565,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1043,OR,1710,USCU_S15,889,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1044,OR,1710,USCU_L09,7741,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1045,OR,1710,USCU_L07,7741,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1046,OR,1710,USCU_L02,22330,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1047,OR,1710,USCU_L09,2450,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1048,OR,1710,USCU_S09,5180,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1049,OR,1710,USCU_S02,4340,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1050,OR,1710,USCU_S16,1470,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
